sampno,veh_id,veh_num,year,make,make_other,make_clean,model,model_other,model_clean,fuel_type,fuel_type_clean,vehicle_type,vehicle_type_clean,vehicle_status,how_acquired,acquired_year,acquired_month,annual_mileage,electric_miles,mpg,current_use,other_use,tnc_replacement,delivery_replacement,veh_home,personal_use,personal_miles,hv_replacement,fcev_fuel_cost
191949,191949.02,2,2008,CHEVROLET, ,CHEVROLET,,,,1,1.0,12,12, ,3,2010, ,8000, ,17,5, ,2,2,2, , ,200, 
191949,191949.03,3,2008,FORD, ,FORD,,,,4,3.0,13,13, ,3,2017, ,5000, ,13,5, ,2,2,2, , ,200, 
191952,191952.02,2,2018,FORD, ,FORD,,,,1,1.0,11,11, ,3,2019,1,50000, ,18,5, ,2,2,2, , ,350, 
191952,191952.03,3,2017,FORD, ,FORD,,,,1,1.0,11,11, ,1,2017, ,50000, ,18,5, ,2,2,2, , ,350, 
191952,191952.04,4,2017,FORD, ,FORD,,,,1,1.0,11,11, ,1,2017, ,50000, ,18,5, ,2,2,2, , ,400, 
191952,191952.05,5,2016,FORD, ,FORD,,,,1,1.0,11,11, ,3,2016, ,50000, ,18,5, ,2,2,2, , ,400, 
191951,191951.02,2,2013,FORD, ,FORD,,,,1,1.0,3,3, ,3,2016, ,5500, ,19,4, ,2,2,1,2, ,400, 
191951,191951.03,3,2012,FORD, ,FORD,,,,1,1.0,13,13, ,3,2014, ,5500, ,18,4, ,2,2,1,2, ,400, 
191951,191951.04,4,2007,TOYOTA, ,TOYOTA,,,,2,2.0,3,3, ,1,2007, ,1000, ,32,2, ,2,2,1,1,50, , 
191951,191951.05,5,2014,FORD, ,FORD,,,,1,1.0,6,6, ,3,2017, ,7000, ,20,4, ,2,2,1,1,20,400, 
191974,191974.01,1,1988,GMC, ,GMC,,,,1,1.0,11,11,3,3,2016, ,10000, ,12,1, ,2,2,2, , ,200, 
191978,191978.01,1,2003,FORD, ,FORD,,,,1,1.0,13,13, ,1,2004, ,3000, ,15,1, ,2,2,2, , ,50, 
191978,191978.02,2,1997,FORD, ,FORD,,,,4,3.0,13,13, ,1,1998, ,2000, ,10,1, ,2,2,2, , ,50, 
191988,191988.01,1,2013,CHEVROLET, ,CHEVROLET,,,,3,8.0,2,2, ,3,2016, ,5000,80,40,2, ,2,2,2, , ,200, 
192104,192104.01,1,2018,JEEP, ,JEEP,,,,1,1.0,8,8, ,2,2018,4,8000, ,22,2, ,2,2,1,1,40,200, 
192104,192104.02,2,2018,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,2,2018,4,10000, ,16,2, ,2,2,1,1,50,600, 
192104,192104.03,3,2018,JEEP, ,JEEP,,,,1,1.0,6,6, ,2,2018,5,5000, ,21,2, ,2,2,1,1,50,600, 
192105,192105.01,1,2019,TESLA, ,TESLA,,,,5,4.0,3,3, ,2,2019,12,20000, ,100,6,personal,1,2,1,1,50, , 
192105,192105.02,2,2019,LEXUS, ,LEXUS,,,,1,1.0,6,6, ,2,2019,12,35000, ,28,3, ,2,2,1,1,50,35, 
192105,192105.03,3,2016,FORD, ,FORD,,,,1,1.0,10,10, ,4,2016, ,15000, ,15,1, ,2,2,2, , ,15, 
192009,192009.01,1,2019,GMC, ,GMC,,,,1,1.0,13,13, ,1,2018,6,12000, ,25,2, ,2,2,2, , ,100, 
192013,192013.01,1,2016,FIAT, ,FIAT,,,,5,4.0,1,1, ,2,2016, ,3500, ,50,1, ,2,2,2, , , , 
192013,192013.02,2,2016,RAM, ,RAM,,,,4,3.0,13,13, ,1,2016, ,6000, ,22,5, ,2,2,2, , ,300, 
192016,192016.01,1,2018,DODGE, ,DODGE,,,,1,1.0,6,6, ,1,2018,4,45000, ,20,4, ,2,2,1,1,10,400, 
192016,192016.02,2,2007,CHRYSLER, ,CHRYSLER,,,,1,1.0,8,8, ,1,2007, ,10000, ,16,2, ,2,2,1,1,10,400, 
192016,192016.03,3,2017,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2017, ,30000, ,15,5, ,2,2,1,2, ,400, 
192016,192016.04,4,2018,DODGE, ,DODGE,,,,1,1.0,6,6, ,1,2018,4,50000, ,21,2, ,2,2,1,1,10,400, 
192016,192016.05,5,2017,DODGE, ,DODGE,,,,1,1.0,6,6, ,1,2017, ,45000, ,21,2, ,2,2,1,1,10,400, 
191890,191890.01,1,2016,HONDA, ,HONDA,,,,1,1.0,10,10, ,3,2015, ,15000, ,30,5, ,2,2,2, , ,200, 
191890,191890.02,2,2018,CHRYSLER, ,CHRYSLER,,,,1,1.0,11,11, ,3,2016, ,10000, ,30,3, ,2,2,2, , ,200, 
192045,192045.01,1,2019,FORD, ,FORD,,,,8,6.0,13,13, ,1,2017, ,10000, ,13,1, ,2,1,2, , ,80, 
192044,192044.01,1,2014,MERCEDES-BENZ, ,MERCEDES-BENZ,,,,1,1.0,8,8, ,3,2016, ,10000, ,20,2, ,2,2,2, , ,500, 
192113,192113.01,1,2018,TESLA, ,TESLA,,,,5,4.0,3,3, ,1,2018,12,18000, ,100,4, ,2,2,1,2, , , 
192048,192048.01,1,2005,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13,1,3,2016, ,5000, ,12,4, ,2,2,2, , ,50, 
192053,192053.01,1,2017,TOYOTA, ,TOYOTA,,,,1,1.0,13,13, ,1,2017, ,25000, ,25,1, ,2,2,2, , ,50, 
192053,192053.02,2,2014,RAM, ,RAM,,,,4,3.0,13,13, ,1,2014, ,25000, ,20,1, ,2,2,2, , ,50, 
192053,192053.03,3,2016,TOYOTA, ,TOYOTA,,,,1,1.0,12,12, ,1,2016, ,25000, ,25,1, ,2,2,2, , ,50, 
192053,192053.04,4,2016,RAM, ,RAM,,,,4,3.0,13,13, ,1,2016, ,25000, ,25,1, ,2,2,2, , ,50, 
192053,192053.05,5,2017,TOYOTA, ,TOYOTA,,,,1,1.0,13,13, ,1,2017, ,25000, ,25,1, ,2,2,2, , ,50, 
192052,192052.01,1,2008,FORD, ,FORD,,,,1,1.0,13,13, ,1,2008, ,30000, ,21,1, ,2,2,1,1,2,425, 
192062,192062.01,1,2017,FORD, ,FORD,,,,1,1.0,13,13, ,1,2017, ,30000, ,19,5, ,2,2,1,1,10,600, 
192062,192062.02,2,2008,FORD, ,FORD,,,,1,1.0,13,13, ,5,2019,1,30000, ,19,5, ,2,2,1,1,10,600, 
192065,192065.01,1,2013,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2013, ,11000, ,17,2, ,2,2,1,2, ,200, 
192065,192065.02,2,2017,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2017, ,15000, ,23,2, ,2,2,1,1,5,300, 
192066,192066.01,1,2005,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,2010, ,40000, ,14,1, ,2,1,2, , ,200, 
192070,192070.01,1,2015,FORD, ,FORD,,,,2,2.0,3,3, ,1,2016, ,12000, ,27,2, ,2,2,1,1,20, , 
192070,192070.02,2,2011,GMC, ,GMC,,,,1,1.0,13,13, ,1,2012, ,2000, ,17,5, ,2,2,2, , ,150, 
192070,192070.03,3,2015,FORD, ,FORD,,,,4,3.0,13,13, ,1,2015, ,2000, ,17,5, ,2,2,2, , ,150, 
192070,192070.04,4,2017,FORD, ,FORD,,,,2,2.0,3,3, ,1,2017, ,15000, ,27,2, ,2,2,1,1,20, , 
192072,192072.01,1,2019,FORD, ,FORD,,,,1,1.0,11,11, ,1,2019,5,30000, ,10,1, ,2,2,1,2, ,200, 
192072,192072.02,2,2019,FORD, ,FORD,,,,1,1.0,11,11, ,1,2019,5,25000, ,10,1, ,2,2,1,2, ,200, 
192059,192059.01,1,2008,LEXUS, ,LEXUS,,,,1,1.0,7,7, ,3,2012, ,8500, ,16,4, ,1,2,2, , ,45, 
192059,192059.02,2,2014,ACURA, ,ACURA,,,,1,1.0,2,2, ,3,2017, ,6500, ,35,6,out of town business purposes,2,2,2, , ,50, 
192059,192059.03,3,2003,TOYOTA, ,TOYOTA,,,,1,1.0,10,10, ,1,2002, ,13000, ,18,5, ,2,2,1,2, ,45, 
192059,192059.04,4,2008,CADILLAC, ,CADILLAC,,,,1,1.0,9,9, ,1,2008, ,4000, ,16,6,Business meeting or conferences,1,2,2, , ,45, 
192080,192080.01,1,2005,GMC, ,GMC,,,,4,3.0,13,13, ,1,2004, ,30000, ,17,5, ,2,2,1,1,49,300, 
192091,192091.01,1,2016,GMC, ,GMC,,,,1,1.0,13,13, ,3,2018,4,2400, ,17,2, ,2,2,2, , ,250, 
192091,192091.02,2,2011,GMC, ,GMC,,,,8,6.0,13,13, ,3,2013, ,6000, ,17,2, ,2,2,2, , ,400, 
192091,192091.03,3,1980,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,2003, ,1200, ,10,4, ,2,2,2, , ,250, 
192100,192100.01,1,2007,CHRYSLER, ,CHRYSLER,,,,1,1.0,10,10, ,1,2008, ,5000, ,32,2, ,2,2,2, , ,300, 
192100,192100.02,2,2017,FORD, ,FORD,,,,1,1.0,11,11, ,1,2017, ,3000, ,30,2, ,2,2,2, , ,300, 
192019,192019.01,1,2016,FORD, ,FORD,,,,1,1.0,13,13, ,1,2016, ,30000, ,20,2, ,2,2,1,2, ,400, 
192019,192019.02,2,2019,FORD, ,FORD,,,,4,3.0,13,13, ,1,2019,1,30000, ,15,1, ,2,2,2, , ,400, 
192019,192019.03,3,2018,FORD, ,FORD,,,,1,1.0,13,13, ,1,2018,1,25000, ,20,1, ,2,2,2, , ,400, 
192025,192025.01,1,2014,TOYOTA, ,TOYOTA,,,,5,4.0,6,6, ,2,2014, ,5000, ,90,1, ,2,2,1,1,10, , 
192103,192103.01,1,2015,BMW, ,BMW,,,,1,1.0,2,2, ,1,2015, ,11000, ,15,3, ,2,2,2, , ,300, 
192103,192103.02,2,2014,CADILLAC, ,CADILLAC,,,,1,1.0,9,9,2,1,2014, ,12500, ,18,1, ,2,2,1,2, ,300, 
192033,192033.01,1,2017,TOYOTA, ,TOYOTA,,,,2,2.0,1,1, ,1,2017, ,12000, ,42,2, ,2,2,2, , , , 
192033,192033.02,2,2012,DODGE, ,DODGE,,,,8,6.0,6,6, ,1,2013, ,9000, ,29,1, ,2,2,2, , ,200, 
192038,192038.01,1,2017,TOYOTA, ,TOYOTA,,,,6,9.0,1,1, ,2,2016, ,12000, ,40,3, ,2,2,2, , , ,1
192172,192172.01,1,2014,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2014, ,12000, ,10,4, ,2,2,2, , ,30, 
192114,192114.01,1,2005,CHEVROLET, ,CHEVROLET,,,,1,1.0,12,12, ,3,2007, ,15000, ,20,6,Business,2,2,1,2, ,100, 
192114,192114.02,2,2005,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,3,2007, ,10000, ,18,6,work,2,2,1,2, ,100, 
192114,192114.03,3,2005,FORD, ,FORD,,,,1,1.0,13,13, ,3,2007, ,10000, ,18,6,work,2,2,1,2, ,100, 
192114,192114.04,4,2005,DODGE, ,DODGE,,,,1,1.0,13,13, ,3,2008, ,10000, ,18,6,work,2,2,1,2, ,100, 
192114,192114.05,5,2005,FORD, ,FORD,,,,1,1.0,12,12, ,3,2008, ,10000, ,18,6,work,2,2,1,2, ,100, 
192119,192119.01,1,2016,TESLA, ,TESLA,,,,5,4.0,6,6, ,1,2016, ,20000, ,8,5, ,2,2,1,2, , , 
192119,192119.02,2,2015,TESLA, ,TESLA,,,,5,4.0,3,3, ,1,2015, ,30000, ,8,1, ,2,2,1,2, , , 
192121,192121.01,1,2018,TESLA, ,TESLA,,,,5,4.0,3,3, ,1,2018,8,10000, ,130,2, ,2,2,1,1,10, , 
192122,192122.01,1,2012,CHEVROLET, ,CHEVROLET,,,,1,1.0,11,11, ,3,2015, ,5000, ,14,6,shuttle van,2,2,2, , ,200, 
192122,192122.02,2,2012,Other,kia,KIA,,,,1,1.0,10,10,3,1,2012, ,8000, ,22,6,shuttlevan,2,2,2, , ,200, 
192122,192122.03,3,2011,CHEVROLET, ,CHEVROLET,,,,1,1.0,12,12, ,3,2015, ,5000, ,17,1, ,2,2,2, , ,150, 
192122,192122.04,4,2014,CHEVROLET, ,CHEVROLET,,,,1,1.0,13,13, ,1,2014, ,10000, ,18,1, ,2,2,2, , ,300, 
192123,192123.01,1,2011,FORD, ,FORD,,,,1,1.0,13,13, ,1,2011, ,15000, ,15,4, ,2,2,1,1,40,180, 
192123,192123.02,2,2015,FORD, ,FORD,,,,1,1.0,13,13,1,1,2015, ,8000, ,12,5, ,2,2,2, , ,200, 
192127,192127.01,1,2017,FORD, ,FORD,,,,5,4.0,2,2, ,2,2018,6,7000, ,125,2, ,2,2,1,1,25, , 
192127,192127.02,2,2018,FORD, ,FORD,,,,1,1.0,6,6, ,2,2018,11,2200, ,23,2, ,2,2,1,1,50,200, 
192139,192139.01,1,2000,CHEVROLET, ,CHEVROLET,,,,1,1.0,12,12, ,3,2005, ,15000, ,16,1, ,2,2,2, , ,250, 
192139,192139.02,2,1997,DODGE, ,DODGE,,,,4,3.0,13,13, ,3,2017, ,15000, ,12,1, ,2,2,2, , ,250, 
192141,192141.01,1,2008,HONDA, ,HONDA,,,,1,1.0,10,10, ,1,2008, ,15000, ,15,4, ,2,2,2, , ,300, 
192142,192142.01,1,2006,FORD, ,FORD,,,,1,1.0,13,13, ,3,2010, ,50000, ,15,1, ,2,2,2, , ,200, 
192143,192143.01,1,2018,FORD, ,FORD,,,,1,1.0,6,6, ,2,2018,4,25000, ,21,3, ,2,2,1,2, ,300, 
192143,192143.02,2,2018,TOYOTA, ,TOYOTA,,,,2,2.0,2,2, ,2,2017, ,35000, ,40,6,Routes to check on property,2,2,2, , , , 
192143,192143.03,3,2018,FORD, ,FORD,,,,1,1.0,10,10, ,2,2018,3,20000, ,32,1, ,2,2,2, , ,250, 
