sampno,vehno,year,make,model,fuel,veh_type,pev_miles_week,pev_miles_month,phev_percent,battery_miles,recharge_amount,home_charge,home_charge_type_1,home_charge_type_2,home_charge_type_3,home_charge_type_4,home_charge_type_5,home_charge_type_6,home_charge_type_7,home_charge_type_8,home_charge_type_8_x,home_charge_type_no_1,home_charge_type_no_2,home_charge_type_no_3,home_charge_type_no_4,home_charge_type_no_5,home_charge_type_no_6,home_charge_type_no_7,home_charge_type_no_8,home_charge_type_no_8_x,charging_tech_1_1,charging_tech_2_1,charging_tech_3_1,charging_tech_4_1,charging_tech_5_1,charging_tech_6_1,charging_tech_7_1,charging_tech_8_1,charging_tech_1_2,charging_tech_2_2,charging_tech_3_2,charging_tech_4_2,charging_tech_5_2,charging_tech_6_2,charging_tech_7_2,charging_tech_8_2,charging_tech_1_3,charging_tech_2_3,charging_tech_3_3,charging_tech_4_3,charging_tech_5_3,charging_tech_6_3,charging_tech_7_3,charging_tech_8_3,primary_charge,electric_expense,electric_expense_7_x,upgrade_cost,weekday_charging_1,weekday_charging_2,weekday_charging_3,weekday_charging_4,weekend_charging_1,weekend_charging_2,weekend_charging_3,weekend_charging_4,variable_rates,variable_rates_usage,ev_rate,charge_cost,determine_cost,home_importance,park_work_school,recharge_stations_1,recharge_stations_2,recharge_stations_3,recharge_stations_4,recharge_stations_5,recharge_stations_6,charging_freq_1,charging_freq_2,charging_freq_3,charging_freq_4,charging_freq_5,charging_freq_6,work_school_importance_1,work_school_importance_2,public_availability,public_distance,public_distance_1_x,public_distance_2_x,public_use,public_type_1,public_type_2,public_type_3,public_type_4,public_type_4_x,public_wait,public_importance,pev_compare_cost,pev_cost_importance,pev_incentives_1,pev_incentives_2,pev_incentives_3,pev_incentives_4,pev_incentives_5,pev_incentives_6,pev_incentives_7,pev_experience,pev_recommend,pev_confidence,pev_confidence_4_x
192010,2,2014,TOYOTA,,3,3,50, ,50,13, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,4,4,2,2,2,2,2,1,3, ,4, , ,3,3,2,4,3,4,3,4, , , , , , , , ,3,2, ,6,5,1,0,0,0, ,3,2,1,4,5,5,5,4,7,3,3,5,5, , 
192047,1,2019,HONDA,,5,3,300, , ,90,4,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,1, , ,0, , , , ,0, , ,0, , , , ,1,1, ,1000,1,1,1,5,1,1,1,3,1,1,3, , ,4,5,3,3,3,3,3,3, , , , , , , , ,3,2, ,10,2,0,1,0,0, ,1,2,2,3,3,7,3,4,7,7,4,6,5,1, 
192072,3,2018,TESLA,,5,3, ,100, ,312,5,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , ,2, ,1500,1,1,1,5,1,1,1,5,1,1,2,9,3,5,1, , , , , , , , , , , , , , ,4,1,4, ,0, , , , , , ,4,1,4,3,5,5,5,3,5,3,7,5,1, 
192178,1,2016,FORD,,3,3, ,400,25,19, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,4,6, , ,2,2,5,5,3,3,3,3,1,1,1, , ,4,2,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,1,1,4,2,3,3,2,7,1,4,5,4, , 
192112,1,2018,HYUNDAI,,3,3,300, ,20,35, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,5,4,5,5,5,5,5,5,1,2,4, , ,5,5,4,4,4,4,1,4, , , , , , , , ,2,2, ,10,10,1,0,1,0, ,2,5,4,5,6,6,5,5,6,6,5,4,3, , 
192144,1,2015,NISSAN,,5,2,90, , ,90,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,2,3,1,1,2,3,1,1,3, , ,4,2,3,3,3,3,3,3, , , , , , , , ,3,2, ,10,0, , , , , , ,1,1,3,2,5,5,2,1,1,5,5,4,1, 
192166,1,2019,NISSAN,,5,2, ,800, ,150,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,4,4,1,3,1,1,1,2,1,1,1,25,3,4,5,4,4,2,2,4,4, , ,5,2, , ,4,5,3,2, ,15,3,0,1,0,0, ,3,3,1,4,4,5,4,5,3,2,5,6,5, , 
192225,1,2019,CHEVROLET,,5,2,300, , ,250,4,2, , , , , , , , , ,1,0,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,3,2,3,3, , , , , , , , ,3,2, ,2,8,0,1,0,0, ,1,4,1,4,3,4,7,3,7,7,5,7,5, , 
193244,1,2012,TOYOTA,,3,3,300, ,17,10, ,1,0,1,0,1,0,0,0,0, , , , , , , , , , , ,1, ,1, , , , , ,0, ,0, , , , , ,0, ,0, , , , ,4,6, , ,1,1,1,5,1,1,1,2,1,1,1,9,1,5,5,3,3,3,3,3,3, , , , , , , , ,3,2, ,5,0, , , , , , ,1,2,5,4,5,5,5,1,1,3,5,4,1, 
192263,1,2018,TESLA,,5,3, ,250, ,300,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,150,2,2,2,3,1,2,2,2,1,1,3,10,3,3,2,4,4,4,4,4,4, , , , , , , , ,3,1,2, ,0, , , , , , ,1,1,3,2,4,2,1,1,1,2,7,4, , 
192365,1,2012,CHEVROLET,,3,2,50, ,25,40, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,2,5,2,2,2,4,3, ,3,22,2,4,2,2,3,3,3,3,3, , , , , , , , ,3,1,1, ,2,0,1,0,0, ,2,2,1,3,1,1,1,1,1,1,3,7,5, , 
192323,1,2016,CHEVROLET,,3,2,275, ,5,64, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,2000,3,2,5,5,4,2,2,4,1,1,2, , ,5,4,3,3,4,2,3,3, , , , , , , , ,3,1,14, ,2,0,1,0,0, ,3,3,1,4,4,5,5,4,4,6,4,7,5,2, 
192327,2,2018,TESLA,,5,3,130, , ,250,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,900,1,1,1,3,1,1,1,2,1,1,3, , ,4,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1,3,3,4,4,1,1,1,1,3,1,3, 
192404,2,2014,BMW,,5,1,75, , ,130,3,2, , , , , , , , , ,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,2,3,3,3, , , , , , , , ,4,2, ,3,30,0,1,0,0, ,3,4,1,4,2,4,4,4,2,6,4,7,4,1, 
192350,1,2013,TOYOTA,,3,3,250, ,55,11, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,1, ,0,5,5,5,5,3,3,3,3,1,2,3,12,3,4,1, , , , , , , , , , , , , , ,3,1,15, ,0, , , , , , ,2,2,3,6,7,7,1,7,7,5,5,4, , 
192359,2,2017,BMW,,3,1,80, ,50,120, ,1,0,1,0,1,0,0,0,0, , , , , , , , , , , ,0, ,1, , , , , ,1, ,0, , , , , ,0, ,0, , , , ,2,6, , ,1,2,2,5,1,2,3,5,1,1,1, , ,5,1, , , , , , , , , , , , , , ,3,1,10, ,1,1,0,0,0, ,2,5,2,4,4,4,5,5,1,1,2,5,5,1, 
192388,1,2013,FORD,,3,3, ,500,35,23, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,2,5,2,2,2,5,2, ,3,17,1,3,1, , , , , , , , , , , , , , ,3,1,1, ,4,1,1,0,0, ,2,2,1,2,1,4,4,1,1,1,4,7,5, , 
192400,1,2018,KIA,,5,3,300, , ,127,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1000,1,1,1,5,1,1,1,5,1,1,1,5,1,5,5,3,3,3,2,3,3, , , , , , , , ,3,2, ,8,0, , , , , , ,2,1,3,4,4,4,7,3,7,5,7,5, , 
192405,2,2014,SMART,,5,1,500, , ,400,3,1,0,1,0,1,0,1,0,0, , , , , , , , , , , ,0, ,0, ,1, , , ,0, ,1, ,1, , , ,1, ,0, ,0, , ,4,2, ,2000,4,2,3,3,5,5,5,4,1,1,2,66,2,2,2,3,3,3,2,2,2, , , ,2,2,2,1,2,3,1,11, ,2,1,0,0,0, ,2,3,2,4,4,3,6,7,6,2,5,4,3,1, 
192411,1,2017,HYUNDAI,,3,4,60, ,90,25, ,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , ,6, , ,1,1,1,4,1,1,1,3,1,1,3, , ,3,2,4,4,2,4,4,4, , , , , , , , ,2,2, ,20,3,0,1,0,0, ,4,3,2,4,6,5,5,7,3,6,5,7,5, , 
192457,1,2016,TESLA,,5,3,100, , ,230,4,2, , , , , , , , , ,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,3,1,1,4,4, , ,3,2, , ,2,2,3,1,2, ,5,0,1,0,0, ,3,4,3,3,7,3,3,3,7,7,4,7,5,3, 
192434,1,2016,TESLA,,5,3,50, , ,250,5,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,1, ,400,1,2,3,3,1,2,4,3,3, ,3, , ,4,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1,3,6,7,7,7,7,6,7,7,5, , 
192471,2,2018,NISSAN,,5,2,300, , ,150,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,1, ,250,1,1,4,4,1,1,3,3,1,1,1, , ,4,5,2,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,2,1,5,4,4,4,4,4,4,4,5,4, , 
192473,1,2019,TESLA,,5,3,385, , ,216,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , , ,2, ,1200,1,1,1,5,1,1,1,3,1,1,4, , ,5,4,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,5,1,5,5,5,5,7,7,7,5,7,5, , 
192497,1,2018,TESLA,,5,3,250, , ,250,5,1,0,1,0,0,0,0,0,0, , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , ,2, ,1000,1,1,1,5,1,1,1,4,1,1,1,13,2,4,1, , , , , , , , , , , , , , ,3,2, ,20,12,0,1,1,0, ,1,4,1,4,4,5,5,7,7,7,4,7,5, , 
192530,1,2012,TOYOTA,,3,3,20, ,50,11, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,4,6, , ,1,1,2,1,1,1,1,1,1,2,3, , ,5,1, , , , , , , , , , , , , , ,3,1,5, ,0, , , , , , ,2,1,3,1,1,1,1,1,1,1,6,5,1, 
192569,1,2019,CHEVROLET,,5,2,300, , ,250,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,1500,2,1,1,3,1,1,1,3,1,1,3, , ,5,4,3,3,2,3,3,3, , , , , , , , ,3,2, ,10,1,0,0,1,0, ,3,1,1,2,5,5,7,6,5,6,5,7,5, , 
192597,2,2016,FORD,,3,3,80, ,90,24, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,1,6, , ,2,2,3,4,5,3,5,5,1,1,1, , ,5,5,3,3,3,3,3,3, , , , , , , , ,3,1,10, ,0, , , , , , ,2,1,5,5,6,4,4,1,1,4,4,1, , 
192691,1,2017,CHEVROLET,,5,2, ,900, ,240,2,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,1000,2,1,1,3,2,2,2,3,1,1,1,12,2,3,2,3,3,2,3,3,3, , , , , , , , ,3,1,50, ,5,0,0,1,0, ,3,2,2,3,3,3,1,1,2,1,4,5,4, , 
192699,2,2017,CHEVROLET,,3,2,500, ,10,60, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,100,5,5,5,5,4,4,4,4,1,2,3, , ,5,2,3,3,3,3,3,3, , , , , , , , ,4,1,2, ,1,0,1,0,0, ,2,2,1,5,1,5,5,5,5,1,5,7,5,1, 
192751,1,2014,TOYOTA,,3,3, ,600,99,14, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,2,2,2,2,2,2,1,1,3, , ,1,1, , , , , , , , , , , , , , ,2,2, ,30,0, , , , , , ,2,1,5,7,3,3,1,7,1,5,5,4, , 
192756,1,2016,FORD,,3,3,100, ,5,20, ,1,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , ,6, , ,3,4,2,1,3,3,1,1,1,1,3,25,1,4,1, , , , , , , , , , , , , , ,3,2, ,5,1,0,0,1,0, ,4,3,2,3,7,7,7,7,7,7,7,5,4, , 
192788,1,2013,CHEVROLET,,3,2, ,450,5,40, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,2,3,4,2,3,3,4,2, ,3, , ,4,2,2,2,3,2,3,3,3,1, ,1, , ,3,3,2,2, ,7,3,0,1,0,0, ,2,3,2,3,7,7,7,7,3,7,3,6,5, , 
192814,1,2018,HONDA,,5,3,333, , ,155,3,2, , , , , , , , , ,0,0,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,2,3,2,3,2,4,5, ,4, ,3,2,3,2,1,33, ,33,1,1,0,0, ,3,3,5,3,4,4,5,4,6,5,3,4,3, , 
192868,1,2018,CHEVROLET,,5,2, ,750, ,180,5,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,2, ,375,2,4,3,4,2,3,4,4,1,1,2,12,3,4,1, , , , , , , , , , , , , , ,3,1,1, ,0, , , , , , ,3,1,4,3,5,4,4,2,1,3,5,5, , 
192865,1,2017,TOYOTA,,3,2,190, ,10,25, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,1,1,1,5,1,1,3, , ,5,1, , , , , , , , , , , , , , ,3,1,5, ,0, , , , , , ,3,1,5,5,5,5,3,2,1,3,7,5,2, 
192895,1,2011,NISSAN,,5,2, ,650, ,45,4,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,0, , ,0, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,1,2, ,1500,1,3,3,5,1,4,1,4,1,1,3,13,2,5,6,4,3,3,1,3,3, , , , , , , , ,3,1,1, ,10,0,1,1,0, ,2,2,1,1,7,2,2,7,1,7,3,3,3,1, 
192954,1,2018,HYUNDAI,,5,3,280, , ,142,3,2, , , , , , , , , ,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,3,3, , , , , , , , ,2,1,1, ,8,0,1,0,0, ,4,2,1,5,1,1,1,2,1,4,2,4,3, , 
193030,1,2012,CHEVROLET,,3,2,150, ,100,60, ,2, , , , , , , , , ,0,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,1,1,5,7,3,3,6,7,7,3,6,5,2, 
193078,1,2013,FORD,,3,3, ,900,10,20, ,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,1,1, ,800,5,5,5,5,5,5,5,5,1,2,3, , ,5,1, , , , , , , , , , , , , , ,3,1,1, ,5,0,1,0,0, ,2,3,1,3,4,5,5,2,2,1,2,4,4, , 
193086,2,2015,FIAT,,5,1, ,40, ,85,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,3, , ,2,2,3,2,3,3,4,3,1,2,3,50,2,4,2,2,2,1,1,4,4,1,1,2,2, , ,3,3,4,1,2, ,3,0,1,0,0, ,2,3,1,3,3,4,3,2,2,1,2,7,5, , 
193114,1,2019,TESLA,,5,3, ,50, ,310,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,1,3,1,1,1,4,1,2, ,3, , ,4,1, , , , , , , , , , , , , , ,3,1,7, ,0, , , , , , ,4,1,4,4,4,4,6,6,6,4,6,5, , 
193137,1,2019,BMW,,3,6,60, ,50,40, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,0, , , , , , , ,1, , , , , , , , ,1, ,400,3,3,3,3,4,4,4,4,1,1,1,20,2,4,4,3,3,3,2,2,2, , , ,3,3,3,4,4,2,1,10, ,8,0,1,1,0, ,3,4,3,3,4,5,4,4,5,4,4,5,4, , 
193147,1,2016,VOLKSWAGEN,,5,2,78, , ,34,2,1,0,1,1,0,1,0,0,0, , , , , , , , , , , ,0,0, ,0, , , , ,1,0, ,0, , , , ,0,1, ,1, , , ,2,2, ,2344,1,3,3,3,5,5,5,5,1,1,1,30,2,3,4,2,2,3,3,3,3,2,3, , , , ,4,3,3,1,6, ,10,0,1,1,0, ,3,4,2,3,2,4,3,4,6,7,3,5,3, , 
193232,2,2017,CHEVROLET,,5,2,250, , ,200,2,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,6, , ,1,1,2,3,1,1,2,3,1,1,1, , ,5,4,3,3,2,3,3,3, , , , , , , , ,2,1,5, ,4,0,1,0,0, ,3,4,1,4,5,5,5,4,7,6,5,7,5, , 
193221,1,2014,FORD,,3,2,100, ,70,18, ,1,1,0,0,1,1,0,0,0, , , , , , , , , , ,1, , ,0,0, , , ,0, , ,0,0, , , ,0, , ,1,1, , , ,1,6, , ,2,2,4,4,1,1,3,3,1,2,3, , ,5,1, , , , , , , , , , , , , , ,3,2, ,5,0, , , , , , ,1,2,3,7,5,5,7,7,7,2,5,2, , 
193251,2,2019,BMW,,3,3, ,100,30,15, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,3, , ,1,1,1,1,1,1,1,1,3, ,3, , ,1,3,1,1,1,1,1,1,3,1,3,1,3,1,4,5,1, , , , , , , , , , ,3,2,3,5,5,5,5,5,5,5,7,5,2, 
193291,1,2018,CHRYSLER,,3,11,100, ,5,32, ,1,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , ,5, , ,1,1,4,4,3,3,4,4,1,1,4, , ,3,5,1,3,1,1,4,1,4, ,4,4, ,1,3,3,3,1,1, ,4,0,1,0,0, ,2,3,1,3,4,5,5,1,3,7,3,7,5, , 
193292,1,2018,BMW,,3,1,100, ,30,200, ,2, , , , , , , , , ,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,4,3,2,1, , , , ,2,3,2,2,2,2, ,10,10,0,1,0,0, ,3,2,2,2,2,2,2,2,2,2,2,4,4,2, 
193323,1,2017,CHEVROLET,,5,2,55, , ,360,5,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,0, , ,0, , , , ,0, , ,0, , , , ,4,6, , ,1,1,2,2,1,2,2,1,1,2,3,11,1,4,1, , , , , , , , , , , , , , ,3,2, ,4,2,0,0,1,0, ,2,3,1,5,2,5,5,1,1,1,4,7,5, , 
193345,1,2012,NISSAN,,5,2, ,70, ,100,3,2, , , , , , , , , ,1,0,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,3,3,3,6,6,6,6,3,6,6,4,3, , 
193383,1,2016,HYUNDAI,,3,4, ,500,75,30, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,3,4,4,1,3,3,4,1,2,3,23,1,5,1, , , , , , , , , , , , , , ,3,1,3, ,0, , , , , , ,1,1,2,5,5,5,1,1,1,3,7,5, , 
193390,4,2018,TESLA,,5,3,190, , ,270,4,1,1,0,0,1,0,0,0,0, , , , , , , , , , ,1, , ,1, , , , ,1, , ,1, , , , ,0, , ,0, , , , ,1,1, ,1000,1,1,1,2,1,1,1,2,1,1,3,25,3,3,4,3,1,2,3,3,3, ,1,4, , , ,3,3,4,2, ,7,0, , , , , , ,4,2,3,1,2,1,1,1,1,3,7,5, , 
193404,1,2015,MERCEDES-BENZ,,5,7,150, , ,84,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,2200,2,1,1,5,1,1,1,5,1,1,1,4,3,4,1, , , , , , , , , , , , , , ,1, , , , , , , , , , ,2,1,2,1,3,2,1,1,1,1,7,4, , 
193809,2,2016,KIA,,5,6,500, , ,20,1,2, , , , , , , , , ,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,4,4,4,4, , , , , , , , ,3,2, ,10,15,0,1,0,0, ,3,4,2,3,6,6,6,6,6,6,6,4,3,3, 
193492,2,2019,FORD,,3,3,125, ,5,30, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,2,2,5,5,2,2,5,5,1,1,3, , ,4,5,2,3,4,3,4,3, , , , , , , , ,1, , , , , , , , , , ,2,1,4,6,6,4,4,6,6,4,7,5,1, 
193521,1,2016,KIA,,5,6,55, , ,95,4,1,0,1,0,1,0,0,0,0, , , , , , , , , , , ,1, ,1, , , , , ,1, ,1, , , , , ,0, ,0, , , , ,4,1, ,600,2,1,1,4,2,1,1,2,3, ,3,19,2,5,1, , , , , , , , , , , , , , ,3,1,1, ,0, , , , , , ,3,1,1,1,4,4,1,1,1,1,5,5, , 
193559,4,2011,NISSAN,,5,2,200, , ,80,3,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , ,6, , ,5,5,5,5,5,5,5,5,1,1,3, , ,5,5,3,3,3,2,3,3, , , , , , , , ,3,1,4, ,0, , , , , , ,4,1,5,3,7,7,7,7,7,7,3,2,2, 
193685,2,2014,FORD,,3,3,80, ,15,20, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,1, ,0,4,5,2,1,5,5,3,1,3, ,4,20,3,4,1, , , , , , , , , , , , , , ,4,2, ,10,0, , , , , , ,1,1,2,1,4,4,1,1,1,3,5,4, , 
193687,1,2018,TESLA,,5,3,250, , ,310,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1200,1,1,1,5,1,1,1,5,1,1,1,6,3,5,5,3,3,3,3,3,3, , , , , , , , ,1, , , , , , , , , , ,1,1,5,3,5,5,5,3,1,5,5,5, , 
193734,2,2013,CHEVROLET,,3,2,210, ,5,42, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1500,2,1,4,4,1,1,4,4,1,2,3, , ,5,5,2,2,2,2,4,4,3,1,3,1, , ,3,4,2,1,2, ,0, , , , , , ,3,2,5,3,3,3,4,4,2,5,7,5,2, 
193749,2,2018,PORSCHE,,3,6, ,200,90,20, ,1,0,0,1,0,0,0,0,0, , , , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , ,6, , ,1,1,5,5,3,3,3,3,3, ,3,10,3,4,1, , , , , , , , , , , , , , ,4,1,4, ,0, , , , , , ,1,3,2,3,3,3,2,3,1,4,6,4,3, 
193801,1,2019,TESLA,,5,3,160, , ,240,3,2, , , , , , , , , ,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,4,3,2,3,3, , , , , , , , ,3,1,3, ,4,1,1,1,0, ,2,4,1,4,2,5,5,3,7,7,2,7,5, , 
193807,3,2015,FORD,,3,3,500, ,70,200, ,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,2,4,1,1,2,3,3, ,4, , ,4,5,4,4,4,4,4,4, , , , , , , , ,3,1,1, ,0, , , , , , ,2,1,3,3,7,6,1,1,7,5,4,3,3, 
193834,1,2018,TESLA,,5,3,200, , ,300,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,1100,1,1,1,3,1,1,1,2,1,1,1,9,1,5,5,3,3,3,3,3,3, , , , , , , , ,3,1,4, ,1,0,1,0,0, ,4,4,1,5,5,5,5,7,7,6,4,7,5, , 
193912,1,2016,TESLA,,5,3,250, , ,150,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , , , , ,1, ,150,1,1,1,4,1,1,1,3,1,1,1,23,2,3,1, , , , , , , , , , , , , , ,3,1,5, ,1,0,0,1,0, ,2,4,2,3,5,5,4,2,3,1,5,4,4,4,"Confident, I used to drive the PEV regularly."
193908,1,2015,BMW,,5,1,30, , ,70,3,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , ,0, , , , , , , ,1, , , , , , , ,0, , , , , ,1, ,6000,1,1,1,3,1,1,1,3,1,1,3, , ,4,2,3,3,3,3,3,3, , , , , , , , ,3,1,2, ,0, , , , , , ,3,1,3,7,7,7,7,7,7,7,5,3, , 
193919,1,2015,NISSAN,,5,2, ,900, ,85,4,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,1,1,1,5,1,1,4,5,1,1,4, , ,3,3,3,3,3,3,3,3, , , , , , , , ,3,1,6, ,0, , , , , , ,3,1,2,5,5,5,5,7,1,5,7,5, , 
193927,3,2018,FIAT,,5,1, ,750, ,85,3,1,1,0,0,0,0,0,0,0, , , , , , , , , , ,1, , , , , , , ,0, , , , , , , ,0, , , , , , , , ,6, , ,5,5,5,5,3,3,3,3,1,1,1, , ,5,3,1,3,4,3,3,3, , , , , , , , ,3,1,26, ,2,0,1,0,0, ,4,5,1,2,5,5,5,5,7,6,1,4,5, , 
